Name of Institution,Affiliation Number,State,District,Postal Address,Pincode,Std Code,Office Phone No,Residence Phone No,Fax No,Email,Website,Year of Foundation,Date of First Opening of School,Name of Principal/Head of Institution,Sex,Principals Educational Professional Qualifications,Administrative No of Experience(in Years),Teaching No of Experience(in Years),Status of the School,Type of Affiliation,Affiliation Period From,Affiliation Period To,Name of Trust/Society/Managing Committee
MODERN MIDDLE EAST INTERNATIONAL SCHOOL,5730039,FOREIGN SCHOOLS,SAUDI ARABIA,Kingdom of Saudi Arebia,011391,0966,"2370773 ,",,00966-1-2375889,jyothibalan70@gmail.com,http://www.modernmeis.com,2012,4/3/2012 12:00:00 AM,Mrs. Nasreen Syed,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,MMEIS
NOVEL INTERNATIONAL SCHOOL-JEDDAH,5730020,FOREIGN SCHOOLS,SAUDI ARABIA,"PO Box 4596, JEDDAH",852233,9661,"6726666 ,",,00966-6755381,principalnovelschools@gmail.com,,2006,9/10/2006 12:00:00 AM,MOHAMMED SHAFEEQUE PM,1,MA.BEd,05,15,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,MANAGING COMMITTEE
Radhwa iIternational School,5730021,FOREIGN SCHOOLS,SAUDI ARABIA,YANBU - 41315 PO Box 416 YANBU - KINGDOM OF SAUDI ARABIA,,014,"3570700 ,",0097124459439,0096643980378,risygirls@gmail.com,http://www.risyanb.com,2004,7/19/2004 12:00:00 AM,MUMTAZ BEGUM KHAN,1,MA / M.ED,5,7,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,MANAGING COMMITTE
SHATHI AL NOOR INTERNATIONAL SCHOOL,5730014,FOREIGN SCHOOLS,SAUDI ARABIA,LIC NO 146/C MINISTRY OF EDUCATION KHALID BIN WALEED STREED SHARAFIA POST BOX NO 130026 JEEDAH-21372 KINGDOM OF SAUDI ARABIA,021372,0966,"6510237 ,",564016526,6571157,abdulnassarck@gmail.com,,2003,6/12/1980 12:00:00 AM,ABDUL NASSAR C K,1,"MA, BEd, SET",7,15,Secondary School,Provisional,1/4/2013,31/3/2018,AL NOOR EDUCATIONAL SOCIETY
Sunshine International School,5730037,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O.Box.4035,Rakah,K.S.A",031952,966,"131848533 ,",,0096638591043,principalacademics2016@gmail.com,http://www.sunshineschoolsa.com,2009,4/5/2009 12:00:00 AM,GAURAV SHARMA,0,"M.Sc,M.Phil,M.Ed,Phd,PGDGC",9,7,Secondary School,Provisional,1/4/2016,31/3/2021,Managing Committee
Talal International School,5730038,FOREIGN SCHOOLS,SAUDI ARABIA,"P.O. Box # 40627;(CHANGED PO BOX NO 104757) Bagdadiyah, Jeddah 21511, Saudi Arabia",021511,0966,"6040027 ,",,0096626040113,shanavasthalappil@gmail.com,http://www.talalschool.com,2004,4/3/2004 12:00:00 AM,Shanavas KT,0,M.A; B.Ed.,5,7,Secondary School,Provisional,1/4/2016,31/3/2021,Talal International School Managing Society
Taqwa International School,5730026,FOREIGN SCHOOLS,SAUDI ARABIA,PO Box 30060 Riyadh 11477 Saudi Arabia,,,"+966-1-2330907 ,",,2392491,granpashahd@yahoo.com,,2007,4/28/2007 12:00:00 AM,,,,,,Secondary School,Provisional,1/4/2009,31/3/2012,TIS Managing Committee
YARA INTERNATIONAL SCHOOL,5730018,FOREIGN SCHOOLS,SAUDI ARABIA,"PO BOX 325365 RIYADH-11371, AL IMAM MUHAMAD IBN SAUD ISLAMIC UNIVERSITY BUILDING, WAZIR STREET, DHEERAH DISTRICT, KSA.",,966,"114145978 , 4929445",4776007,4773334,aasima_yezdani@yahoo.com,www.yaraschool.net,1987,7/9/2003 12:00:00 AM,AASIMA SALEEM,2,MA MEd M.Phil,6,12,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,YARA EDUCATIONAL TRUST
GLOBAL INDIAN INTERNATIONAL SCHOOL,7330001,FOREIGN SCHOOLS,SINGAPORE,"27 Punggol Field Walk, Singapore- 828649",149253,65,"65083737 , 6215",27052268,00966-2-4231474,principal.pg@globalindianschool.org,,2002,7/9/2003 12:00:00 AM,MS MELISSA MARIA,2,"MA (History), B.Ed (English)",15,10,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2024,INDIAN TRUST SINGAPORE
GLOBAL INDIAN INTERNATIONAL SCHOOL,7330002,FOREIGN SCHOOLS,SINGAPORE,82 CHEVIOT HILL SINGAPORE,459663,065,"64426670 , 65623976",03412741671,,crdavpublicschool@yahoo.com,,2005,4/2/2005 12:00:00 AM,MR NANDKUMAR V,1,M.A. B.Ed.,5,32,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,GLOBAL INDIAN EDU FOUNDATION LTD
NPS International School - Singapore,7330003,FOREIGN SCHOOLS,SINGAPORE,"11,12 Chai Chee Lane",469021,65,"62942400 ,",,0065-64482089,principal.secondary@npsinternational.edu.sg,,2008,1/23/2008 12:00:00 AM,KRIS BHATT,2,"M.A., B.Ed.",12,20,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,International Learning Pte Ltd
Yuvabharathi International School,7330004,FOREIGN SCHOOLS,SINGAPORE,"No: 3 Hu Ching Road, Jurong West",691615,0065,"62652342 ,",,0065 62652342,principal@yuvabharathi.sg,http://www.yuvabharathi.sg,2009,7/1/2009 12:00:00 AM,MAHALAKSHMI VENKATARAMAN,0,"M.A, M.Com, B.Ed, M.Ed, Ph.D",14,14,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,Private Limited Company
INDIAN SCHOOL,6530001,FOREIGN SCHOOLS,TANSANIA,PO BOX 2684 DAR-ES-SALAAM TANZANIA C/O FIRST SECY HIGH COMM OF INDIA TANZANIA,,255,"688888470 ,",00255-776566650,222850951,indianschooldsm@gmail.com,,1978,4/2/1980 12:00:00 AM,THOMAS K JOSEPH,1,"M.A., M.ED., PGDJMC",12,20,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MANAGING COMM.&INDIAN HIGH COMM.
Global Indian International School,7730001,FOREIGN SCHOOLS,Thailand,"39/39, Moo 1, Soi Watchinwararam Pathumthani-Sainai Road. T. Bangkayang Amphur Muang. Pathumthani Bangkok 12000. (THAILAND)",120000,0066,"81840007 ,",,6629774100,admission@gisschool.org,http://www.giisthailand.org,2007,9/1/2007 12:00:00 AM,SOPA SITTISRUANG,0,M.A. Eng. M.Ed.,10,28,Secondary School,Provisional,1/4/2017,31/3/2022,Supasom Thailand
DELHI PUBLIC SCHOOL INTERNATIONAL,7630001,FOREIGN SCHOOLS,Uganda,"19, ACACIA AVENUE, KOLOLO, KAMPALA, P.O. BOX NO.72208, UGANDA",600012,256,"0759711190 ,",759711190,,principalacademics@dpsuganda.com,http://www.info@dpsuganda.com,2007,6/7/2007 12:00:00 AM,swaminathan k,0,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,TEJRAJ GOUTAMCHAND SURANA TRUST
Abu Dhabi Indian School,6630004,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO Box 46492 abu dhabi u a e c/o first secy embassy of india abu dhabi u a e,,9712,"4488025 ,",4484778,4489002,adiscbse@emirates.net.ae,www.davalampur.co.in,1975,6/2/2003 12:00:00 AM,Neeraj Bhargava,1,m.a. b.ed,05,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,board of governs
"Abu Dhabi Indian School, Branch 1",6630083,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"P.O.Box 79803 Al Wathba, Abu Dhabi, U.A.E",000000,0971,"25831991 ,",,0097125831992,principal@adiswathba.com,http://www.adiswathba.com/,2014,9/4/2014 12:00:00 AM,SHIBANTI BHOWMIK,2,"M.A., M.Ed.",6,22,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Abu Dhabi Indian School Management Trustees
"AL AHLAM INDIAN PRIVATE SCHOOL,AJMAN",6630070,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P O BOX 3442 AJMAN UNITED ARAB EMIRATES,003448,0971,"0097167474899 ,",,0097167480949,principal.epiis@eastpoint.ae,http://www.eastpoint.ae,2012,4/1/2012 12:00:00 AM,MR. ABDUL MAJEED M,1,"MA, BEd.",9,20,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,"EAST POINT INDIAN INTERNATIONAL SCHOOL, AJMAN"
AL AMEER ENGLISH SCHOOL,6630031,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 3442 AJMAN U A E,803101,971,"067436600 ,",427250,442388,jacobmash@gmail.com,,1991,1/14/2000 12:00:00 AM,S J JACOB,2,M. Com. B. Ed.,05,18,Senior Secondary,Provisional,1/4/2014,31/ 3/ 2019,PRINCE ENG. SCH MANAGING COMMITTEE
AL SAAD INDIAN SCHOOL,6630089,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Plot 11, Sector -14, Al Ghadeer, Al Bateen. Al Ain, Abu Dhabi",085327,971,"37852232 ,",,,principal@bhavansalain.com,http://www.bhavansalain.com,2014,5/27/2014 12:00:00 AM,LEENA MENON,,Post Graduate,15,8,Secondary School,Provisional,1/4/2017,31/3/2020,"Bharatiya Vidya Bhavan, UAE"
Al Sabah Indian Pvt School,6630066,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,Al Sabah Indian Pvt. School Post Box-13347,000000,0971,"68828589 ,",288356,0097168828985,skumarkartha@gmail.com,http://www.alsabahschool.com,2003,4/14/2003 12:00:00 AM,Sreekumar Kartha,1,"M.Sc,M.Ed,Ph.D in edn (Process)",7,4,Secondary School,Provisional,1/4/2016,31/3/2021,Al Sabah Managing committee
AL TAAWAN PRIVATE SCHOOL,6630032,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,SHERWOOD ACADEMY P B NO 106 ABU DHABI U A E,,009712,"4486688 ,",4482766,4481193,sherwoodacademy@hotmail.com,,1987,,Mrs. RANI .S. MATHEWS,2,"M.Sc., BEd., M.Phil",5,14,Secondary School,Provisional,1/4/2008,31/3/2013,SHERWOOD ACADEMY MANAGING COMMITTEE
AL-AIN JUNIORS SCHOOL,6630040,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 80718 AL-AIN U A E,,971,"37810043 , 7669494",,037810733,mohd.gaffar@alainjuniors.com,www.alainjuniors.com,1987,6/1/2006 12:00:00 AM,Mohammad Gaffar,1,"MSc,M.A.BEd,PGDCA",18,33,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,
AL-NOOR INDIAN ISLAMIC SCHOOL,6630027,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P.O.BOX 5451 ABU DHABI UAE.,,00971,"6415782 6419105 , 6419105",0097126415782,6415783,alnoors@emirates.net.ae,,1987,7/9/2003 12:00:00 AM,Mr. MOHAMED HARIS. P,1,"M.A, B. Ed",5,13,Secondary School,Provisional,1/4/2008,31/3/2013,INDIAN ISLAMIC CENTRE
ALPHA PRIVATE SCHOOL,6630062,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX. 9787 RAS AL KHAIMAH U. A. E,009717,00971 2,"0097172225151 ,",0097172225152,5525202,alpha51@emirates.net.ae,,1986,,JAISON ZACHARIAS,1,MA BEd,19,10,Senior Secondary,Provisional,1/4/2011,31/ 3/ 2014,INDIAN PARENTS
Ambassador School LLC,6630095,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Ambassador School LLC, PLOT NO. 324/B MUWEILEH COMMERCIAL AREA Near National Paints, School Zone",005312,,"0097165668811 ,",,,principal@sharjahambassadorschool.com,http://www.sharjahambassadorschool.com/,2016,6/1/2016 12:00:00 AM,MRS.ARCHANA SAGAR,1,"M.A, B.Ed, M.Phil",9,20,Secondary School,Provisional,1/4/2018,31/3/2021,Ambassador School
ASIAN INTERNATIONAL PRIVATE SCHOOL,6630041,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P O BOX NO 50251 MADINAT ZAYED ABU DHABI U A E,682305,0971,"28847470 ,",8848850,8846680,mollydcoutho@gmail.com,,1989,7/14/2000 12:00:00 AM,MOLLY DCOUTHO,2,,,,Secondary School,Provisional,1/4/2014,31/3/2019,MANAGING COMM ASIAN INT PVT SCHOOL
ASIAN INTERNATIONAL PVT SCHOOL,6630022,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P.O.BOX 12000 RUWAIS ABU DHABI U.A.E.,,02,"8778789 , 5275789",8778152,8778785,principal.ruwais@asianintlschool.com,asianinternationalschools,1989,6/21/2010 12:00:00 AM,ASHA RENJITH,2,MA B.ED,20,13,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,MANAGING COMMITTEE G I SCHOOL
"ASPAM indian international School, Sharjah",6630080,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Post Box 45232, Sharjah",122002,971,"065677372 ,",,0097163677347,principaloffice@aspamiis.com,http://www.gdgoenka-me.com/,2013,9/8/2013 12:00:00 AM,M Sheela George,0,"B.Sc., B.Ed., MSED - Teacher Leadership",14,11,Secondary School,Provisional,1/4/2018,31/3/2023,G. D. Goenka Private School LLC.
bright riders school,6630074,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"p.o. box - 39665, abu dhabi",462016,9712,"6922000 ,",,,principal@brightriders.ae,http://www.brightriders.ae,2013,4/1/2013 12:00:00 AM,RISHIKESH PADEGAONKAR,0,ph.d ( physics /elecronics),5,14,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,bright riders
BRIGHT RIDERS SCHOOL,6630065,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"PO BOX 294388 MADINAT ZAYED, ABU DHABI, UAE",294388,0097,"128847200 ,",,00-971-2-8847477,principal@brsalgharbia.ae,,2010,4/11/2010 12:00:00 AM,VIJAYA KUMARI K PILLAI,0,"M.Sc., M.A., M.Ed., M.Phil.",6,40,Secondary School,Provisional,1/4/2014,31/3/2017,BRIGHT RIDERS SCHOOL
BUDS PUBLIC SCHOOL,6630037,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 12861 DUBAI U A E,110052,0971,"42888143 ,",2278436,2828955,principal@budsdxb.ae,http://www.srivigneshvidyalaya.com,1987,6/1/2006 12:00:00 AM,AINSLEY LEONARD EDGAR,2,"M.Sc., B.Ed.",2,7,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,Sri Vignesh Educational Trust
"Credence High School, Dubai",6630081,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Al Quoz Fourth, Behind Al Khail Mall, PO Box no. 391021, Dubai",391021,08284,"971 43212144 ,",28562544,97143212141,admin@credencehighschool.com,http://www.credencehighschool.com,2014,4/1/2014 12:00:00 AM,Mr.Kulbhushan Kain,2,"MA, M.Phil",22,13,Secondary School,Provisional,1/4/2017,31/3/2020,Credence High School LLC
CRESCENT ENGLISH HIGH SCHOOL,6630059,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"P.O.BOX.No.923,Al-Qusais",000923,9714,"2988866 ,",00971508719360,00971-42988299,principal@crescentschooldubai.com,http://www.crescentenglishschool.com,1984,4/21/1984 12:00:00 AM,NIGAR RASHED,0,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2019,Crescent Management Committee
DARUL HUDA ISLAMIC SCHOOL,6630036,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 15695 AL AIN ABU DHABI U A E,,971,"37677883 , 678577",971559913602,7678998,attappu.thangal@gmail.com,,2002,4/1/2002 12:00:00 AM,ATTAKKOYA THANGAL,1,,,,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,foundation for social care
DELHI PRIVATE SCHOOL,6630050,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 38321 JABEL ALI DUBAI UAE,,9714,"8821848 ,",8821849,04366250018,PRINCIPAL@DPSDUBAI.COM,,1970,6/6/2004 12:00:00 AM,RASHMI NANDKEOLYAR,2,"m.a.,b.ed.,[m.phil],",3,15,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2020,DELHI PRIVATE SCHOOL
DELHI PRIVATE SCHOOL,6630042,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 26005 SHARJAH U A E,,971,"65345352 , 5345354",0097165736037,5345858,vandanamarwaha@dpssharjah.com,http://www.dpssharjah.com,2000,5/21/2007 12:00:00 AM,VANDANA MARWAHA,2,"M.Sc., B.Ed.",5,21,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,DELHI PRIVATE SCHOOL LL C
Delta English School,6630071,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"P.O.Box 20121, SHARAJAH,",620121,,"971 6 5359244 ,",,971 6 5359245,decruz1@slb.com,http://www.deltasch.com,1992,5/2/1992 12:00:00 AM,Mrs.Anita Dcruz,0,Masters Degree in Maths,21,7,Secondary School,Provisional,1/4/2016,31/3/2020,"DES (Delta Education System, USA)"
EAST COAST ENGLISH SCHOOL,6630043,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P B NO 10324 KHORFAKKAN SHARJAH UAE,456006,009719,"2382286 ,",2384172,2382908,mrsmtapovana@rediffmail.com,http://www.nitte.ac.in,1992,7/3/2000 12:00:00 AM,MRS SUJA BOBBY,0,"B.Sc, B.Ed, M.Ed,M.A",12,36,Secondary School,Provisional,1/4/2009,31/3/2014,EAST COAST ENGLISH SCHOOL M COM
EMIRATES ENGLISH SPEAKING SCHOOL,6630020,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 7575 DUBAI U.A.E.,,,"3947355 , 385330",453722,3943485,tabrez su@emirates.net.ae,,1979,,MRS INGRID SETHNA,2,,,,Senior Secondary,Provisional,1/4/2002,31/ 3/ 2007,MANAGING COMMITTEE
EMIRATES FUTURE INTERNATIONAL ACADEMY,6630029,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO Box 4559 ABU DHABI U A E,,9712,"5525188 ,",0097124459439,5525202,efia.principal@gmail.com,,1986,4/1/2007 12:00:00 AM,VINAYAKI KRISHNAGIRI,1,MA BEd,19,10,Secondary School,Provisional,1/4/2017,31/3/2022,INDIAN PARENTS
Gems Heritage Indian School,6630096,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"GEMS Heritage Indian School Al Khail P.O Box 390256, Dubai, United Arab Emirates",390256,,"044452960 ,",,044452960,sadia.w_ghs@gemsedu.com,http://www.gemsheritageindianschool-dubai.com/,2016,4/3/2016 12:00:00 AM,MRS. SADIA WAJID,1,M.SC B.ED,11,12,Secondary School,Provisional,1/4/2018,31/3/2021,Knowledge and Human Development Authority
"GEMS Millennium School, Sharjah",6630078,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"P.O. Box 3190 SHARJAH, UNITED ARAB EMIRATES.",009716,9716,"5358176 ,",,0097165358163,teresa.v_gms@gemsedu.com,http://www.gemsmillenniumschool-sharjah.com,2010,5/23/2010 12:00:00 AM,TERESA VARMAN,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Managing Committee
GEMS NEW MILLENNIUM SCHOOL,6630084,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"P.O.BOX 391740,DUBAI,UNITED ARAB EMIRATES",391740,971,"97143396533, ,",,97144534256,principal_nms@gemsedu.com,http://www.gemsnewmillenniumschool-alkhail.com/,2015,4/1/2015 12:00:00 AM,MRS.FATIMA MARTIN,1,B.Ed MBA,9,10,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2021,Premier Schools International
Gems Our Own English High School,6630002,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"PO Box 3004 dubai, united arab emirates",,971,"42361335 , 3376732",3432396,3347650,thomas.m_ood@gemsedu.com,-,1968,3/16/1987 12:00:00 AM,Thomas Mathew,1,,,,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,managing committee of varkey group
Gems Our Own Indian School,6630046,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO Box 26845 dubai uae,636002,9714,"3391188 , 3391188",3391188,3393686,lalitha.s_ois@gemsedu.com,,1991,11/26/2001 12:00:00 AM,LALITHA SURESH,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,varkey group
GEMS United Indian School,6630038,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,P.O. BOX 4973 ABU DHABI (U A E ),,0091,"022059701 , 6425990",,6426469,kgeorge.m_uis@gemsedu.com,,1987,6/1/2006 12:00:00 AM,K GEORGE MATHEW,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,sri vignesh educational trust
GLOBAL ENGLISH SCHOOL,6630017,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 15598 AL AIN U A E C/O FIRST SECY CONS GEN OF INDIA ABU DHABI U A E,,,"7678844 ,",644771,7671166,iischool@emirates.net.ae,,1982,4/1/1974 12:00:00 AM,SOSIMA S GEORGE,1,m.a b.ed,4,12,Senior Secondary,Provisional,1/4/2006,31/ 3/ 2009,INDIAN ISLAHI CENTRE
Global Indian International School,6630086,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Plot 17, Baniyas East, P.O. Box 74596, Abu Dhabi, U.A.E",074596,06184,"00971522181585,25079555 ,",,,principal.abudhabi@globalindianschool.org,http://ae.globalindianschool.org/abu-dhabi,2015,9/6/2015 12:00:00 AM,DR. HEENA RACHH,1,"MA M.Ed, Phd",15,30,Senior Secondary,Provisional,1/4/2019,31/ 3/ 2022,"GLOBAL INDIAN INTERNATIONAL SCHOOL, LLC"
Grace Valley Indian School,6630067,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"PO Box 67378, Al Ain, UAE 67378",067638,0097,"1337805511 ,",,0097137805775,principal@gracevalleyschool.com,http://www.gracevalleyschool.com,2010,5/10/2010 12:00:00 AM,MOHAMED IBRAHIM,1,"M.A, M.Ed",10,16,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Foreign School
GULF ASIAN ENGLISH SCHOOL,6630026,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 3406 SHARJAH U A E,,971,"065340000 ,",5650223,5344000,nasreenbanubr@gmail.com,http://www.indianpublicsc,1975,4/1/2007 12:00:00 AM,NASREEN BANU BIDREHALLY RAWOOF,2,"ma, m.ed.",26,26,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,G A E S MANAGING COMMITTEE
GULF INDIAN HIGH SCHOOL,6630007,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 646 AL-GARHOUD DUBAI U A E C/O FIRST SECY CONS GEN OF INDIA DUBAI U A E,,9714,"2824455 ,",2830606,2824854,principal@gihsdubai.com,http://www.gihs.sch.ae,1979,6/2/1997 12:00:00 AM,MUHAMMAD ALI KOTTAKKULAM,1,"M.com,Diploma in teaching",8,22,Senior Secondary,Provisional,1/4/2015,31/ 3/ 2020,JOHN M THOMAS MANAGING DIRECTOR
GULF MODEL SCHOOL,6630056,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 13683 DUBAI U A E,,009714,"2544222 , 2940094",2555329,,lestishiaharris@ymail.com,,2002,6/2/2008 12:00:00 AM,MS MINI P CHANDRA MOHAN,2,"M.A,B.Ed.",2,13,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,GULF MODEL SCHOOL MANAGING COMMITTE
Habitat School,6630079,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Post Box 3322 , Ajman, UAE",003322,0097,"167315151 ,",,,principal@habitatschool.org,,2013,4/17/2014 12:00:00 AM,JISHA JAYAN,0,"M.A(Eng), B.Ed",3,10,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,Habitat School Trust
India International School,6630068,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"PO Box 64264, schools zone, muweilah, sharjah, u.a.e.",,971,"65356000 ,",,009715356999,principal@iiss.ae,,2011,9/6/2011 12:00:00 AM,MANJU REJI,0,"M.Sc,Ph.D Home Science",,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,india international school managing committee
INDIAN EXCELLENT PVT. SCHOOL,6630061,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"PO BOX 40194, SHARJAH,U.A.E.",,0971,"65249249 ,",2455813,0097165249349,mangalaies@gmail.com,,1991,9/25/1991 12:00:00 AM,S MANGALA PILLAI,2,"M.A,M.Ed",20,10,Senior Secondary,Provisional,1/4/2010,31/ 3/ 2013,Managing Committee
INDIAN ISLAHI ISLAMIC SCHOOL,6630010,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 2592 ABU DHABI U A E C/O FIRST SECY EMBASSY OF INDIA ABU DHABI U A E,,009714,"4481133 ,",333161,4481838,riazbava@emirates.net.ae,http://www.nimsuae.com,1982,8/1/2005 12:00:00 AM,V B BAVAKUNJI,1,"m.sc,m.a,b.ed",21,36,Senior Secondary,Provisional,1/4/2004,31/ 3/ 2009,INDIAN ISLAHI CENTRE
INDIAN MODERN SCIENCE SCHOOL,6630051,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX NO 5121 ABU DHABI UAE,263647,0097,"025527527 ,",6713385,226021,paramjit.a@ryangroup.org,www.gdbms.net,1988,4/1/1991 12:00:00 AM,PARAMJIT AHLUWALIA,1,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2020,SH MOHAMMAD ISMAIL ABBAS AL KHOORI
INDIAN PUBLIC SCHOOL,6630025,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 5079 RAS-AL-KHAIMAH U A E,,0091,"72223124 ,",2364345,2222807,anubha.n@gmail.com,http://www.indianpublicsc,1986,4/1/2007 12:00:00 AM,ANUBHA NIJHAWAN,2,"MA, M.Ed.",26,26,Senior Secondary,Provisional,1/4/2018,31/ 3/ 2023,I P S MANAGING COMMITTEE
INDIAN SCHOOL,6630021,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 1827 AJMAN U A E,,06,"7437477 , 438387",590363,438387,malathidas44@gmail.com,,1988,4/1/2005 12:00:00 AM,Malathi Das,2,,,,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"MANAGING COMMITTE, U A E AJMAN"
INDIAN SCHOOL,6630011,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 16062 AL-AIN ABU DHABI U A E C/O FIRST SECY EMBASSY OF INDIA,,971,"37678915 , 7678972",7644324,7672186,principalisa@yahoo.co.in,,1977,8/1/2005 12:00:00 AM,NEELAM UPADHYAY,2,M.Sc. B.Ed,20,23,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,GOVERNING COUNCIL
INDIAN SCHOOL,6630014,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 4943 RAS-AL-KHAIMAH U A E,,971,"72288346 , 2288346",2280346,2285346,sainuperumannil@hotmail.com,,1975,8/1/2005 12:00:00 AM,SAINUDEEN PERUMANNIL,1,,,,Senior Secondary,Provisional,1/4/2013,31/ 3/ 2018,"INDIAN ASSOCIATION, RAS AL KHAIMAH"
INTERNATIONAL INDIAN SCHOOL,6630052,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,PO BOX 5665 AJMAN UAE,,0971,"67408333 ,",08638699,,principal@iisajman.org,,2002,4/2/1980 12:00:00 AM,QURAT UL AIN,2,,,,Senior Secondary,Provisional,1/4/2016,31/ 3/ 2021,PRIVATE MANAGEMENT
"JSS Private School,",6630064,FOREIGN SCHOOLS,UNITED ARAB EMIRATES,"Al Safa Dubai,",126721,971,"43446419 ,",,97143446519,principal@jsspsdubai.com,http://www.jsspsdubai.com,2011,4/3/2011 12:00:00 AM,Chitra Sharma,0,M.A in English,10,22,Senior Secondary,Provisional,1/4/2017,31/ 3/ 2022,"JSS Mahavidyateetha, Mysore"
